year,CP,estimation_method,estimation_method_detailed,fd_pc,fd_2WMV,fd_Car,fd_Bus,fd_lgv,fd_HGVR2,fd_HGVR3,fd_HGVR4,fd_hgva3,fd_hgva5,fd_hgva6,fd_hgv,fd_all_mv
2016,8011,Estimated,Estimated using previous year's AADF on this link,14,74,12033,61,2114,203,44,29,30,67,96,469,14751
2016,8012,Counted,Manual count,17,164,19279,64,2940,440,73,65,39,169,107,893,23339
2016,8014,Estimated,Estimated using previous year's AADF on this link,362,303,19872,567,2762,256,50,22,26,16,20,389,23893
2016,8016,Counted,Manual count,2,155,17722,98,3424,483,77,116,67,250,228,1219,22618
2016,8017,Counted,Manual count,3,121,15661,93,3814,494,158,102,132,428,437,1751,21440
2016,8019,Counted,Manual count,127,79,3137,116,495,46,7,3,5,1.45,1.71,61,3888
2016,8020,Estimated,Estimated using previous year's AADF on this link,12.77,885,71775,288,12896,1501,228,394,114,764,660,3661,89505
2016,8021,Estimated,Estimated using previous year's AADF on this link,145,54,11749,60,1336,105,22,23,8,10.9,4,162,13362
2016,8024,Estimated,Estimated using previous year's AADF on this link,24.67,474,36978,331,10174,1128,258,168,309,2445,2042,6350,54308
2016,8025,Estimated,Estimated using previous year's AADF on this link,20.75,135,63273,125,9199,1142,181,208,65,138,2453,4187,76918
2016,8027,Estimated,Estimated using previous year's AADF on this link,3,75,16037,58,4726,666,239,119,89,207,376,1696,22592
2016,8028,Estimated,Estimated using previous year's AADF on this link,203,188,15418,150,2361,88,69,62,7,8,11,244,18360
2016,8030,Estimated,Estimated using previous year's AADF on this link,8,239,35364,96,6752,640,149,151,76,147,118,1281,43732
2016,8031,Counted,Manual count,99,357,25137,296,4224,271,47,36,26,32,23,435,30448
2016,8032,Estimated,Estimated using previous year's AADF on this link,3,241,24629,167,5178,503,107,178,24,160,295,1267,31482
2016,8044,Estimated,Estimated using previous year's AADF on this link,38,192,21989,121,3665,201,43,88,21,24,16,392,26358
2016,8046,Estimated,Estimated using previous year's AADF on this link,19,478,40220,162,6546,462,77,34,44,47,39,702,48108
2016,8049,Estimated,Estimated using previous year's AADF on this link,66,66,12262,92,1434,108,2,5,4,3,6,129,13983
2016,8057,Estimated,Estimated using previous year's AADF on this link,149,57,8510,122,1691,99,16,4,3,3,2,128,10507
2016,8059,Estimated,Estimated using previous year's AADF on this link,39,244,29835,174,5757,579,122,88,75,102,328,1293,37303
2016,8060,Counted,Automatic counter,48,78,17230,68,3395,423,130,390,141,447,495,2026,22796
2016,8064,Estimated,Estimated using previous year's AADF on this link,528,332,16213,815,3213,395,51,36,7,4,6,500,21073
2016,8073,Estimated,Estimated using previous year's AADF on this link,9,94,5230,52,1418,162,44,73,17,77,66,438,7232
2016,8074,Estimated,Estimated using previous year's AADF on this link,17,117,10261,97,1993,284,46,86,13,32,57,518,12986
2016,8077,Estimated,Estimated using previous year's AADF on this link,205,734,22537,1775,3685,201,59,27,15,23,15,339,29070
2016,8078,Counted,Manual count,2,71,4475,45,1032,100,26,13,6,27,31,204,5828
2016,8081,Estimated,Estimated using previous year's AADF on this link,917,1449,20465,975,4725,761,84,113,28,42,73,1102,28716
2016,8083,Counted,Manual count,398,927,21280,1526,2989,179,59,44,29,26,29,366,27087
2016,8087,Estimated,Estimated using previous year's AADF on this link,327,244,20911,466,1586,126,48,47,12,15,4,251,23457
2016,8090,Estimated,Estimated using previous year's AADF on this link,14,61,12113,196,1732,176,18,17,6.87,4,1,216,14319
2016,8095,Estimated,Estimated using previous year's AADF on this link,1435,763,7344,312,2470,312,35,42,7,3,5,404,11292
2016,8102,Estimated,Estimated using previous year's AADF on this link,91,60,9476,70,2288,323,34,29,2,14,14,416,12312
2016,8105,Estimated,Estimated using previous year's AADF on this link,63,114,13462,366,1842,129,18,28,7,2,3,187,15972
2016,8106,Estimated,Estimated using previous year's AADF on this link,73,269,16760,487,2593,296,32,24,27,9,12,400,20509
2016,8107,Estimated,Estimated using previous year's AADF on this link,74,157,14469,321,2962,354,119,101,71,1821,128,2595,20505
2016,8111,Counted,Manual count,48,194,20486,111,2233,220,51,42,31,32,27,403,23427
2016,8113,Estimated,Estimated using previous year's AADF on this link,57,19,7847,91,1301,125,13,6,4,1,3.76,148,9406
2016,8115,Estimated,Estimated using previous year's AADF on this link,52,61,12909,66,2654,265,69,48,11,52,55,501,16190
2016,8116,Estimated,Estimated using previous year's AADF on this link,14,31,7065,76,1373,105,38,25,2,8,19,197,8742
2016,8119,Estimated,Estimated using previous year's AADF on this link,31,163,23410,380,3208,190,53,38,17,40,32,370,27531
2016,8120,Estimated,Estimated using previous year's AADF on this link,74,88,9442,77,1661,130,9,6,1,2,3.96,148,11416
2016,8126,Estimated,Estimated using previous year's AADF on this link,1,36,6301,62,1183,221,36,32,71,121,900,1381,8963
2016,8129,Estimated,Estimated using previous year's AADF on this link,261,110,9519,113,1294,180,32,59,2,19,25,317,11352
2016,8132,Estimated,Estimated using previous year's AADF on this link,8,90,5915,85,1501,177,50,53,6,16,37,339,7930
2016,8133,Estimated,Estimated using previous year's AADF on this link,1,12,634,7,139,14,3,2.33,1.1,1,5.08,17,809
2016,8136,Estimated,Estimated using previous year's AADF on this link,69,43,6787,99,1134,64,21,34,1,10,47,178,8241
2016,8140,Estimated,Estimated using previous year's AADF on this link,3,20,8913,88,1271,65,16,43,1,1,4,129,10421
2016,8141,Estimated,Estimated using previous year's AADF on this link,100,106,19649,612,4256,303,63,77,19,49,73,584,25206
2016,8144,Counted,Manual count,173,72,10345,456,1306,285,49,24,16,19,17,411,12590
2016,8147,Estimated,Estimated using previous year's AADF on this link,5,435,67152,125,13289,3281,415,422,300,437,2794,7648,88649
2016,8148,Estimated,Estimated using previous year's AADF on this link,52,96,12899,50,2263,298,25,21,3,3,7,357,15665
2016,8155,Estimated,Estimated using previous year's AADF on this link,336,51,14588,431,2872,158,50,37,6,18,25,292,18234
2016,8156,Counted,Manual count,76,135,25234,218,3327,451,82,73,33,200,130,970,29883
2016,8160,Estimated,Estimated using previous year's AADF on this link,10,161,20884,195,4067,301,128,79,26,33,137,704,26011
2016,8165,Counted,Manual count,84,110,13800,107,1983,179,44,47,25,37,27,358,16359
2016,8166,Estimated,Estimated using previous year's AADF on this link,23,128,6327,36,1327,109,19,39,2,3,5,176,7993
2016,8167,Estimated,Estimated using previous year's AADF on this link,72,215,13136,225,1904,303,9,24,1,1,10,347,15828
2016,8173,Estimated,Estimated using previous year's AADF on this link,38,36,1521,16,328,35,1,4,4,4,3.35,49,1950
2016,8174,Estimated,Estimated using previous year's AADF on this link,61,108,9426,126,1454,316,27,18,4,5,2,372,11486
2016,8178,Estimated,Estimated using previous year's AADF on this link,18.11,180,39636,31,6407,1431,89,285,89,516,1596,4005,50258
2016,8182,Estimated,Estimated using previous year's AADF on this link,2005,1908,9732,2873,2156,389,36,21,10,2,4,462,17129
2016,8190,Estimated,Estimated using previous year's AADF on this link,41,49,6387,18,1406,128,34,35,6,19,5,227,8087
2016,8197,Estimated,Estimated using previous year's AADF on this link,8,42,6378,31,1485,205,23,84,32,178,192,714,8649
2016,8208,Estimated,Estimated using previous year's AADF on this link,5,199,18629,63,2885,330,88,167,83,276,365,1309,23085
2016,8211,Estimated,Estimated using previous year's AADF on this link,49,8,1092,1,250,7,4.62,4.06,2.53,3.52,4.69,7,1358
2016,8215,Estimated,Estimated using previous year's AADF on this link,19.85,74,20446,16,3685,381,67,66,148,228,244,1133,25353
2016,8219,Estimated,Estimated using previous year's AADF on this link,8.94,143,38346,140,9677,1500,299,185,271,2428,4112,8795,57101
2016,8227,Estimated,Estimated using previous year's AADF on this link,58,95,10111,153,1584,92,25,14,2,22,29,184,12127
2016,8230,Estimated,Estimated using previous year's AADF on this link,35,179,22373,406,4629,462,92,31,44,190,163,982,28569
2016,8233,Estimated,Estimated using previous year's AADF on this link,62,46,13132,287,2689,216,38,21,7,12,13,307,16461
2016,8234,Estimated,Estimated using previous year's AADF on this link,1,60,15061,65,3510,750,149,232,298,652,1151,3231,21927
2016,8235,Estimated,Estimated using previous year's AADF on this link,110,245,17138,542,2942,143,31,6,8,4,6,198,21065
2016,8236,Estimated,Estimated using previous year's AADF on this link,212,132,16241,291,2315,185,47,21,2,6,12,274,19251
2016,8237,Estimated,Estimated using previous year's AADF on this link,50,60,12663,228,2749,188,43,40,5,10,39,324,16024
2016,8238,Estimated,Estimated using previous year's AADF on this link,34,80,16680,88,2213,198,97,42,9,16,58,420,19482
2016,8240,Estimated,Estimated using previous year's AADF on this link,140,146,16449,82,1702,118,36,48,15,44,54,315,18695
2016,8242,Estimated,Estimated using previous year's AADF on this link,5,201,18929,42,4099,672,95,59,162,365,246,1598,24869
2016,8246,Estimated,Estimated using previous year's AADF on this link,1,13,1445,12,362,30,32,16,2,3,14,97,1930
2016,8248,Estimated,Estimated using previous year's AADF on this link,10,218,23090,164,4466,569,94,257,49,113,109,1192,29130
2016,8250,Estimated,Estimated using previous year's AADF on this link,189,424,16175,155,5063,542,109,86,48,39,156,980,22797
2016,8252,Estimated,Estimated using previous year's AADF on this link,44,84,14162,276,3467,161,39,15,2,3,3,223,18213
2016,8253,Estimated,Estimated using previous year's AADF on this link,157,186,12720,418,2214,232,27,49,29,29,20,387,15925
2016,8255,Estimated,Estimated using previous year's AADF on this link,38,17,10940,824,1306,81,23,39,4,5,11,164,13250
2016,8257,Estimated,Estimated using previous year's AADF on this link,37,19,5498,861,1449,128,17,4,2,4,11,166,7993
2016,8259,Counted,Manual count,24,423,7732,35,1668,179,65,82,85,130,187,729,10587
2016,8263,Estimated,Estimated using previous year's AADF on this link,78,87,12078,152,1931,130,34,69,7,19,19,278,14527
2016,8264,Estimated,Estimated using previous year's AADF on this link,132,81,6774,358,902,40,22,6,6,2,13,87,8202
2016,8268,Estimated,Estimated using previous year's AADF on this link,74,51,5792,5,838,57,18,7,3,4.13,8.95,85,6772
2016,8273,Estimated,Estimated using previous year's AADF on this link,58,52,11869,478,1579,220,47,68,13,8,10,366,14344
2016,8280,Estimated,Estimated using previous year's AADF on this link,84.18,311,43185,535,8145,1329,204,434,114,132,495,2708,54884
2016,8281,Estimated,Estimated using previous year's AADF on this link,419,912,26126,1058,2673,497,64,76,6,3,25,670,31439
2016,8282,Estimated,Estimated using previous year's AADF on this link,130,427,25672,124,3597,378,52,137,40,61,69,737,30557
2016,8284,Estimated,Estimated using previous year's AADF on this link,399,572,5849,145,1422,221,41,40,1,3,5,311,8299
2016,8285,Estimated,Estimated using previous year's AADF on this link,1030,818,6780,1060,1521,321,47,101,8,12,43,532,10711
2016,8288,Counted,Manual count,545,256,18370,896,2133,188,51,16,15,17,16,303,21958
2016,8289,Estimated,Estimated using previous year's AADF on this link,116,48,14027,158,2272,181,53,49,11,28,54,376,16881
2016,8290,Estimated,Estimated using previous year's AADF on this link,217,34,7291,171,1296,106,26,12,2,4,6.42,149,8941
2016,8291,Estimated,Estimated using previous year's AADF on this link,6,194,20989,808,2622,213,37,23,18,6,16,313,24925
2016,8292,Estimated,Estimated using previous year's AADF on this link,335,157,8814,307,2123,328,112,103,11,28,87,668,12068
2016,8294,Estimated,Estimated from nearby links,31.31,111,15871,74,3286,499,76,109,72,497,642,1894,21236
2016,8295,Estimated,Estimated using previous year's AADF on this link,89,42,6106,152,1203,71,1,28,1,3,3,106,7610
2016,8297,Estimated,Estimated using previous year's AADF on this link,49,52,9770,61,1358,149,37,65,5,27,28,309,11550
2016,8298,Estimated,Estimated using previous year's AADF on this link,37,76,6839,307,771,53,4,1,4,2,5,69,8062
2016,8300,Estimated,Estimated using previous year's AADF on this link,222,38,9635,196,1439,89,14,19,2,3,1,129,11436
2016,8304,Estimated,Estimated using previous year's AADF on this link,111,121,6389,49,900,68,10,3,1,1,3,85,7544
2016,8320,Estimated,Estimated using previous year's AADF on this link,5,102,15970,52,3114,515,98,121,106,416,478,1734,20971
2016,8321,Counted,Manual count,111,236,31455,183,5357,757,153,174,98,494,508,2185,39417
2016,8322,Estimated,Estimated using previous year's AADF on this link,10,217,24282,133,4637,549,113,67,67,130,135,1060,30329
2016,8323,Estimated,Estimated from nearby links,253,317,24593,569,4086,390,92,65,33,93,141,813,30379
2016,8324,Estimated,Estimated using previous year's AADF on this link,51,312,14783,60,2849,181,41,18,5,26,23,295,18299
2016,8325,Estimated,Estimated using previous year's AADF on this link,30,25,4640,62,612,24,6,6,5,5.59,1,42,5381
2016,8331,Estimated,Estimated using previous year's AADF on this link,17,96,5732,28,1152,82,37,124,57,186,203,690,7697
2016,8333,Estimated,Estimated using previous year's AADF on this link,224,148,12483,314,1944,196,44,44,4,19,14,321,15209
2016,8334,Counted,Manual count,53,49,7555,59,977,52,6,3,6,5,1,73,8714
2016,8335,Counted,Manual count,3,86,13125,41,2187,274,80,65,61,243,302,1025,16464
2016,8336,Estimated,Estimated using previous year's AADF on this link,68,79,10233,152,1943,139,23,7,8,8,26,211,12619
2016,8338,Estimated,Estimated using previous year's AADF on this link,103,112,11698,42,2205,262,28,30,3,62,56,442,14498
2016,8339,Estimated,Estimated using previous year's AADF on this link,4,28,2676,45,675,143,26,62,10,56,63,362,3787
2016,8340,Estimated,Estimated using previous year's AADF on this link,23.9,248,50472,123,11040,1188,278,409,232,1445,1316,4868,66751
2016,8341,Estimated,Estimated using previous year's AADF on this link,18,133,16019,84,2615,258,49,14,43,69,63,496,19349
2016,8343,Counted,Manual count,38,101,14454,34,2192,293,40,41,28,58,39,499,17279
2016,8344,Estimated,Estimated using previous year's AADF on this link,24,31,1043,4,177,38,7,15,8,3,9.75,70,1326
2016,8345,Estimated,Estimated using previous year's AADF on this link,28,53,11617,60,1492,125,25,9,5,13,31,207,13429
2016,8347,Estimated,Estimated using previous year's AADF on this link,40,17,7598,322,1321,31,22,10,1,5.12,10.79,64,9322
2016,8348,Estimated,Estimated using previous year's AADF on this link,60.12,230,72471,301,13921,2164,331,483,233,955,739,4906,91828
2016,8352,Estimated,Estimated from nearby links,694,507,6916,477,1335,208,27,53,8,17,22,336,9571
2016,8354,Estimated,Estimated using previous year's AADF on this link,1494,3051,24394,852,7012,1495,154,167,37.4,39,110,1964,37273
2016,8357,Estimated,Estimated using previous year's AADF on this link,359,1586,13882,99,2153,520,50,44,6,1,96,717,18437
2016,8359,Estimated,Estimated using previous year's AADF on this link,759,497,7478,471,1379,217,20,23,2,13.47,19,281,10104
2016,8361,Estimated,Estimated using previous year's AADF on this link,69,96,9399,150,1608,76,29,15,18,35,45,217,11470
2016,8362,Estimated,Estimated using previous year's AADF on this link,13.93,156,60753,207,10517,3672,535,405,281,2499,4687,12080,83712
2016,8366,Counted,Manual count,5,92,10547,53,2366,280,101,77,59,259,332,1108,14166
2016,8373,Estimated,Estimated using previous year's AADF on this link,83,58,7056,26,1021,104,12,9,3,3,2,131,8292
2016,8374,Counted,Manual count,118,52,10638,464,1297,93,24,25,4,8,5,159,12610
2016,8375,Estimated,Estimated using previous year's AADF on this link,105,244,15043,702,2216,299,24,25,7,28,46,429,18634
2016,8376,Estimated,Estimated using previous year's AADF on this link,1112,1049,25150,2632,3042,577,120,45,9,10,11,773,32645
2016,8379,Counted,Manual count,11,74,10207,47,2169,297,102,96,96,800,1053,2442,14939
2016,8380,Estimated,Estimated using previous year's AADF on this link,949,245,1574,8,591,83,20,5,3.33,1,6,115,2532
2016,8381,Estimated,Estimated using previous year's AADF on this link,1833,696,8906,668,1894,211,27,20,6,3,4,271,12435
2016,8382,Estimated,Estimated from nearby links,12,72,8171,64,1635,224,55,53,35,139,209,715,10657
2016,8383,Counted,Manual count,21,648,81684,171,14805,2587,310,796,254,947,1762,6655,103963
2016,8384,Estimated,Estimated using previous year's AADF on this link,34,108,16627,358,2899,237,65,28,19,35,36,421,20413
2016,8386,Estimated,Estimated using previous year's AADF on this link,17,80,9168,66,2230,201,43,74,13,28,47,407,11950
2016,8388,Estimated,Estimated using previous year's AADF on this link,46,140,17353,238,3219,126,46,40,6,6,36,260,21210
2016,8389,Estimated,Estimated using previous year's AADF on this link,20,87,14034,107,2434,224,77,29,9,51,88,479,17141
2016,8390,Estimated,Estimated using previous year's AADF on this link,382,395,17103,337,3934,290,54,91,19,49,53,556,22325
2016,8391,Estimated,Estimated using previous year's AADF on this link,383,359,15099,601,3003,170,21,5,7,5,3,211,19272
2016,8393,Estimated,Estimated using previous year's AADF on this link,243,59,9231,242,1473,95,30,21,5,16,14,181,11187
2016,8394,Estimated,Estimated using previous year's AADF on this link,85,92,12703,234,2102,262,59,37,8,48,43,457,15589
2016,8395,Counted,Manual count,27.78,222,34770,62,5772,1259,191,272,100,1832,2000,5653,46479
2016,8396,Estimated,Estimated using previous year's AADF on this link,16,93,13177,60,2486,328,116,129,56,204,198,1032,16848
2016,8398,Estimated,Estimated using previous year's AADF on this link,174,231,23803,97,4017,460,65,59,36,80,81,781,28930
2016,8403,Counted,Manual count,135,456,34309,359,5336,551,167,108,43,124,101,1095,41555
2016,8404,Estimated,Estimated using previous year's AADF on this link,28,40,6255,108,1456,117,39,22,2,6,3,188,8048
2016,8406,Estimated,Estimated using previous year's AADF on this link,139,124,12548,96,2036,127,20,19,2,1,5,174,14978
2016,8407,Estimated,Estimated using previous year's AADF on this link,273,185,13071,322,3676,153,42,20,3,25,36,280,17533
2016,8410,Estimated,Estimated using previous year's AADF on this link,55,114,11814,137,1426,72,24,20,4,2,8,130,13621
2016,8413,Estimated,Estimated using previous year's AADF on this link,331,690,21896,317,4269,299,63,61,12,40,25,500,27672
2016,8414,Estimated,Estimated using previous year's AADF on this link,58,294,17185,289,2705,144,15,7,11,4,3,184,20657
2016,8415,Estimated,Estimated using previous year's AADF on this link,28,46,7962,372,801,59,10,1,2,1,5,77,9258
2016,8416,Counted,Manual count,68,181,45777,445,6211,879,112,97,37,102,112,1338,53951
2016,8417,Estimated,Estimated using previous year's AADF on this link,67,17,5367,68,761,28,13,7.12,1,5.33,1,42,6256
2016,8419,Estimated,Estimated using previous year's AADF on this link,358,144,12854,355,2190,192,38,34,12,23,23,321,15864
2016,8424,Estimated,Estimated using previous year's AADF on this link,968,299,12533,1083,1982,84,27,9,6,8,14,148,16046
2016,8425,Estimated,Estimated using previous year's AADF on this link,43,45,12282,40,1410,187,16,1,8.1,1,7.89,204,13980
2016,8427,Estimated,Estimated using previous year's AADF on this link,8,190,24545,123,3899,413,110,219,62,337,812,1953,30711
2016,8428,Estimated,Estimated using previous year's AADF on this link,25,167,13605,105,2469,339,105,112,74,68,152,850,17195
2016,8430,Estimated,Estimated using previous year's AADF on this link,33,68,12089,114,2181,370,34,58,24,27,26,540,14992
2016,8433,Estimated,Estimated using previous year's AADF on this link,13,60,4862,24,969,52,7,14,2,6,1,83,5998
2016,8434,Estimated,Estimated using previous year's AADF on this link,144,124,13443,629,1465,91,43,40,6,22,20,222,15883
2016,8436,Estimated,Estimated from nearby links,147,97,13927,304,2302,216,49,48,13,36,41,403,17033
2016,8438,Estimated,Estimated using previous year's AADF on this link,758,786,6415,729,965,252,32,57,8,28,20,396,9291
2016,8439,Estimated,Estimated using previous year's AADF on this link,88,233,11861,59,1749,209,22,38,7,8,31,315,14217
2016,8440,Estimated,Estimated using previous year's AADF on this link,11.14,52,5120,39,1369,149,42,39,2,27,70,329,6908
2016,8441,Estimated,Estimated using previous year's AADF on this link,85,112,15643,51,1578,42,26,9,2,16,4,98,17483
2016,8442,Estimated,Estimated using previous year's AADF on this link,9,89,12661,76,1934,153,28,25,19,41,65,330,15090
2016,8443,Counted,Manual count,8.16,118,34257,36,7332,1759,256,208,283,3687,6232,12424,54166
2016,8446,Estimated,Estimated using previous year's AADF on this link,5,144,19468,133,3078,327,38,73,31,143,44,655,23479
2016,8447,Counted,Manual count,69,191,41142,146,5633,646,95,147,178,748,400,2215,49326
2016,8448,Estimated,Estimated using previous year's AADF on this link,2058,1102,9058,2015,1375,378,33,29,3,2,2,446,13996
2016,8450,Estimated,Estimated using previous year's AADF on this link,20,72,14985,133,2614,320,51,65,54,64,62,616,18420
2016,8451,Estimated,Estimated using previous year's AADF on this link,2,48,5865,58,1695,414,60,77,17,81,149,798,8464
2016,8454,Estimated,Estimated using previous year's AADF on this link,12,218,29975,85,4333,842,105,124,66,50,166,1354,35965
2016,8455,Counted,Manual count,5,55,7800,53,1829,82,2,7.14,2,1,3,90,9828
2016,8456,Estimated,Estimated using previous year's AADF on this link,91,42,13901,344,1855,241,22,19,8,10,21,322,16464
2016,8457,Estimated,Estimated using previous year's AADF on this link,64,202,17022,373,2797,173,52,95,9,18,17,364,20757
2016,8459,Estimated,Estimated using previous year's AADF on this link,175,39,16344,696,2146,165,41,13,10,20,25,273,19499
2016,8460,Estimated,Estimated using previous year's AADF on this link,47,37,4523,160,617,113,8,1,2,3,1,127,5465
2016,8461,Counted,Manual count,80,83,17578,364,1635,119,23,27,14,23,16,222,19883
2016,8462,Counted,Manual count,13,190,6374,40,1309,141,38,65,105,182,148,678,8591
2016,8463,Estimated,Estimated using previous year's AADF on this link,1,181,26185,215,5217,478,128,162,60,185,493,1505,33304
2016,8464,Estimated,Estimated using previous year's AADF on this link,324,112,11484,1172,1924,241,39,18,6,6,6,315,15007
2016,8465,Estimated,Estimated using previous year's AADF on this link,32,94,10152,90,1983,206,54,43,5,14,25,345,12664
2016,8467,Estimated,Estimated using previous year's AADF on this link,156,176,11083,742,2300,534,230,158,55,93,195,1265,15565
2016,8469,Estimated,Estimated using previous year's AADF on this link,2678,1470,8813,1143,2109,356,68,47,13,6.42,12.3,483,14018
2016,8470,Estimated,Estimated using previous year's AADF on this link,254,380,17463,316,2599,196,13,20,13.62,3,19,252,21010
2016,8472,Estimated,Estimated using previous year's AADF on this link,1700,1740,17509,877,2325,311,28.2,23.7,6.1,8.76,6.01,311,22763
2016,8473,Estimated,Estimated using previous year's AADF on this link,894,683,10449,828,1632,292,32,18,3,4,6,354,13947
2016,8475,Estimated,Estimated using previous year's AADF on this link,8616,4659,27962,1574,6429,1722,129,445,63,56,69,2484,43107
2016,8476,Counted,Manual count,63,1650,88508,339,16311,1051,201,307,110,210,314,2194,109002
2016,8477,Estimated,Estimated using previous year's AADF on this link,374,483,14481,460,2136,308,36,40,11.4,4,29,418,17978
2016,8478,Estimated,Estimated using previous year's AADF on this link,1540,862,10762,427,2801,284,47,97,26,24,19,497,15350
2016,8480,Estimated,Estimated using previous year's AADF on this link,5908,958,4191,1441,1353,192,17,24,3,10,1,247,8189
2016,8481,Estimated,Estimated using previous year's AADF on this link,878,522,14056,1404,2363,389,31,29,9,6,12,476,18820
2016,8482,Estimated,Estimated using previous year's AADF on this link,204,262,15604,129,3071,133,26,43,7,14,21,244,19310
2016,8483,Estimated,Estimated using previous year's AADF on this link,141,139,2230,520,391,129,6,14.84,3.28,8.65,10.8,134,3413
2016,8486,Estimated,Estimated using previous year's AADF on this link,238,358,20598,1490,3502,478,200,232,37.17,52,153,1114,27062
2016,8487,Estimated,Estimated using previous year's AADF on this link,1497,778,15046,417,3087,340,35,260,6,7,30,679,20006
2016,8488,Estimated,Estimated from nearby links,472,397,10006,743,1448,232,68,23,6,8,8,344,12939
2016,8489,Estimated,Estimated using previous year's AADF on this link,1233,2577,18251,1279,3318,884,61,157,31,55,52,1239,26665
2016,8491,Estimated,Estimated using previous year's AADF on this link,16,102,11820,142,3429,359,78,73,17,25,44,596,16089
2016,8492,Counted,Manual count,502,673,10448,610,2617,302,47,207,3,14,46,619,14967
2016,8493,Counted,Manual count,38,247,22304,35,3313,262,31,78,6,10,10,397,26296
2016,8494,Estimated,Estimated using previous year's AADF on this link,926,534,18147,394,2440,287,65,52,9.91,3,5,412,21926
2016,8495,Estimated,Estimated using previous year's AADF on this link,12,85,6455,62,1451,159,37,26,12,24,34,292,8346
2016,8496,Estimated,Estimated using previous year's AADF on this link,80,214,14263,251,2614,316,125,98,14,28,199,780,18121
2016,8498,Estimated,Estimated from nearby links,49,66,8458,121,1955,143,49,20,9,32,34,287,10887
2016,8499,Estimated,Estimated using previous year's AADF on this link,5,56,7311,17,1865,297,64,74,59,138,181,814,10062
2016,8501,Estimated,Estimated using previous year's AADF on this link,239,134,9283,155,1306,73,20,4,3,4,5,108,10987
2016,8502,Estimated,Estimated using previous year's AADF on this link,17,69,2429,12,652,63,10,7,12,5,13,110,3271
2016,8503,Estimated,Estimated using previous year's AADF on this link,603,541,23094,329,2929,348,55,37,18,4,5,467,27359
2016,8506,Counted,Manual count,4265,1515,8399,433,2481,272,48,143,27,36,54,581,13409
2016,8507,Estimated,Estimated using previous year's AADF on this link,728,348,7565,1296,1347,123,20,7.72,5,6.22,14,148,10703
2016,8509,Estimated,Estimated using previous year's AADF on this link,169,3044,61533,1250,12409,2103,206,753,160,140,151,3512,81748
2016,8510,Estimated,Estimated using previous year's AADF on this link,37,146,18814,77,3037,175,44,123,18,10,13,384,22458
2016,8511,Estimated,Estimated using previous year's AADF on this link,9175,3733,13628,4250,3480,378,55,67,8,8,50,566,25657
2016,8513,Counted,Manual count,136,202,12818,59,2297,94,20,30,11,8,4,168,15543
2016,8515,Estimated,Estimated using previous year's AADF on this link,216,412,30721,957,2726,552,32,46,15,42,5,692,35509
2016,8516,Estimated,Estimated using previous year's AADF on this link,6,43,7113,35,1640,205,53,56,20,42,91,466,9297
2016,8518,Counted,Manual count,292,146,9026,31,1345,122,33,26,12,34,24,251,10800
2016,8519,Counted,Manual count,96,67,7965,787,1394,109,25,9,5,10,4,164,10377
2016,8520,Estimated,Estimated using previous year's AADF on this link,12,157,14110,11,2512,238,61,41,30,60,55,486,17276
2016,8522,Counted,Manual count,59,103,8844,86,1151,60,11,20,9,19,18,137,10321
2016,8523,Estimated,Estimated using previous year's AADF on this link,12,107,11895,26,3081,645,156,213,18,288,248,1568,16676
2016,8524,Estimated,Estimated using previous year's AADF on this link,26,42,10230,464,1155,82,13,2,3,2,2,104,11995
2016,8525,Estimated,Estimated using previous year's AADF on this link,226,116,3186,110.92,305,52,10,11.57,1.63,12.62,16.23,61,3668
2016,8526,Counted,Manual count,315,224,29636,515,3845,265,69,32,12,46,24,449,34669
2016,8530,Estimated,Estimated using previous year's AADF on this link,10,118,13722,107,2638,328,69,70,68,120,127,781,17366
2016,8532,Estimated,Estimated using previous year's AADF on this link,11,36,10345,163,1289,74,24,10,2,1,4,115,11948
2016,8533,Estimated,Estimated using previous year's AADF on this link,16,26,2574,54,380,66,5,1,1,3,6,82,3116
2016,8535,Estimated,Estimated using previous year's AADF on this link,23,139,12111,780,3010,415,59,143,29,125,231,1002,17042
2016,8536,Estimated,Estimated using previous year's AADF on this link,11,22,6120,29,937,105,29,119,4,11,6,273,7383
2016,8537,Estimated,Estimated using previous year's AADF on this link,26,132,24026,162,6164,986,176,164,141,449,406,2322,32805
2016,8538,Estimated,Estimated from nearby links,23.98,36,10822,35,2593,153,60,36,35,138,145,566,14052
2016,8540,Estimated,Estimated using previous year's AADF on this link,572,79,13171,1160,951,207,12,3,2,2,15.87,226,15587
2016,8542,Estimated,Estimated using previous year's AADF on this link,303,292,27870,1372,2752,349,41,59,23,20,1,494,32780
2016,8544,Estimated,Estimated using previous year's AADF on this link,366,828,8579,823,1696,427,50,41,3,8,10,540,12464
2016,8546,Estimated,Estimated using previous year's AADF on this link,24.11,62,10487,96,1691,183,42,24,24,22,210,506,12842
2016,8547,Estimated,Estimated using previous year's AADF on this link,9,57,13373,88,2964,377,87,374,25,264,527,1654,18136
2016,8548,Estimated,Estimated from nearby links,18.34,73,13406,50,4632,418,84,74,89,194,254,1114,19275
2016,8550,Estimated,Estimated using previous year's AADF on this link,27,67,10651,289,1960,194,36,51,7,25,47,360,13326
2016,8551,Estimated,Estimated using previous year's AADF on this link,266,241,17834,319,2737,150,49,23,9,21,11,264,21394
