year,CP,estimation_method,estimation_method_detailed,fd_pc,fd_2WMV,fd_Car,fd_Bus,fd_lgv,fd_HGVR2,fd_HGVR3,fd_HGVR4,fd_hgva3,fd_hgva5,fd_hgva6,fd_hgv,fd_all_mv
2016,73356,Estimated,Estimated using previous year's AADF on this link,99.85,273,41155,276,7071,816,75,238,41,159,412,1740,50515
2016,73357,Estimated,Estimated using previous year's AADF on this link,43,58,6718,146,1035,109,37,35,9,36,47,272,8229
2016,73359,Counted,Manual count,51,189,18823,53,3390,421,128,132,70,217,186,1154,23609
2016,73360,Estimated,Estimated using previous year's AADF on this link,25,343,38174,43,7998,1068,339,358,110,390,2797,5061,51620
2016,73361,Estimated,Estimated using previous year's AADF on this link,181,257,17856,164,2149,205,64,58,31,40,50,448,20874
2016,73362,Estimated,Estimated using previous year's AADF on this link,28,57,10471,98,1888,379,78,57,19,130,233,897,13412
2016,73363,Estimated,Estimated using previous year's AADF on this link,41.56,248,32235,128,7168,943,161,206,143,688,792,2933,42712
2016,73364,Estimated,Estimated using previous year's AADF on this link,19.11,163,38571,35,6909,1410,268,370,250,1877,1776,5951,51629
2016,73365,Estimated,Estimated using previous year's AADF on this link,32.44,389,46937,80,9587,1236,285,342,339,2092,2161,6454,63447
2016,73366,Estimated,Estimated using previous year's AADF on this link,11.55,261,92005,364,17818,3476,815,563,621,1989,10014,17478,127925
2016,73367,Estimated,Estimated using previous year's AADF on this link,203,220,18512,329,1978,239,22,27,13,19,17,337,21376
2016,73368,Estimated,Estimated using previous year's AADF on this link,3,271,36001,191,4941,494,127,104,38,99,413,1276,42679
2016,73369,Counted,Automatic counter,6.45,320,86937,364,18160,4566,407,397,557,3106,7913,16945,122726
2016,73370,Counted,Manual count,116,118,11933,284,2102,247,54,24,29,59,53,466,14902
2016,73372,Counted,Dependent on a neighbouring counted link,36,200,21580,200,3268,298,63,21,44,131,101,658,25907
2016,73373,Estimated,Estimated using previous year's AADF on this link,9.56,163,74292,291,16841,3251,944,475,663,2275,9986,17594,109181
2016,73374,Estimated,Estimated using previous year's AADF on this link,27,177,12530,125,2683,203,47,72,10,50,67,448,15963
2016,73375,Estimated,Estimated using previous year's AADF on this link,1,53,8598,68,1973,179,43,110,24,48,59,464,11157
2016,73376,Estimated,Estimated using previous year's AADF on this link,71,215,28446,311,3252,805,90,114,11,110,65,1195,33419
2016,73377,Estimated,Estimated using previous year's AADF on this link,38,173,5227,9,1146,54,26,40,5,16,40,181,6737
2016,73378,Estimated,Estimated using previous year's AADF on this link,10.62,14,771,17.75,169,3,3.12,2.55,1.24,2,1,7,961
2016,73379,Estimated,Estimated using previous year's AADF on this link,27,99,9331,81,2715,471,86,42,108,469,430,1607,13833
2016,73380,Counted,Dependent on a neighbouring counted link,10.6,170,92354,310,19764,3108,792,494,817,3292,8077,16580,129179
2016,73381,Estimated,Estimated using previous year's AADF on this link,77,160,14874,47,2906,446,49,49,72,107,56,778,18765
2016,73382,Counted,Manual count,79,61,10728,120,1414,96,13,17,2,5,4,135,12458
2016,73383,Estimated,Estimated using previous year's AADF on this link,10.55,237,33299,65,6997,1613,246,226,255,1120,3372,6831,47428
2016,73384,Estimated,Estimated using previous year's AADF on this link,11,26,5654,20,1031,207,34,78,17,128,166,629,7360
2016,73385,Estimated,Estimated using previous year's AADF on this link,68,358,48463,159,9903,1390,329,461,223,1848,1977,6228,65111
2016,73386,Estimated,Estimated using previous year's AADF on this link,9,86,3766,24,676,43,19,15.65,8.21,1,3,65,4618
2016,73387,Estimated,Estimated using previous year's AADF on this link,16,136,10548,162,2187,486,61,32,13,24,34,649,13682
2016,73389,Estimated,Estimated using previous year's AADF on this link,12,279,18276,71,3834,326,71,41,7,32,62,538,22997
2016,73390,Estimated,Estimated using previous year's AADF on this link,35,435,27962,138,4878,467,72,32,16,66,57,711,34123
2016,73391,Estimated,Estimated using previous year's AADF on this link,284,474,19676,290,3889,510,132,76,36,86,89,930,25259
2016,73393,Estimated,Estimated using previous year's AADF on this link,10,119,7353,115,1667,42,9,1,5,8.92,11.54,58,9312
2016,73394,Estimated,Estimated using previous year's AADF on this link,25.49,76,10498,32,1961,303,60,79,69,179,168,858,13426
2016,73396,Estimated,Estimated using previous year's AADF on this link,9.45,121,43819,194,9775,1569,435,215,350,1617,2233,6420,60329
2016,73397,Counted,Dependent on a neighbouring counted link,18,106,6192,43,1228,183,119,244,38,55,60,700,8269
2016,73398,Estimated,Estimated using previous year's AADF on this link,2,12,1117,18,222,12,5.09,2.97,3,3.55,4.12,15,1383
2016,73399,Estimated,Estimated using previous year's AADF on this link,32,310,14330,188,2640,266,117,43,4,14,26,470,17938
2016,73400,Estimated,Estimated using previous year's AADF on this link,129,657,28871,223,3444,241,48,27,33,187,153,688,33883
2016,73401,Estimated,Estimated using previous year's AADF on this link,3,712,42942,312,8816,1098,269,169,52,532,357,2477,55259
2016,73402,Counted,Dependent on a neighbouring counted link,50,62,2568,53,384,64,12,84,3,14,32,209,3275
2016,73403,Estimated,Estimated using previous year's AADF on this link,3.16,147,31291,52,8127,1157,512,278,214,593,7958,10712,50328
2016,73404,Estimated,Estimated using previous year's AADF on this link,59,88,10047,117,2229,244,47,80,42,133,232,778,13259
2016,73405,Estimated,Estimated using previous year's AADF on this link,2.52,47,22397,50,9103,970,400,196,111,1012,6749,9438,41035
2016,73406,Counted,Dependent on a neighbouring counted link,4,33,4549,14,1119,229,35,49,70,208,222,813,6528
2016,73407,Counted,Dependent on a neighbouring counted link,7,31,4033,14,836,98,6,20,55,123,132,435,5348
2016,73408,Estimated,Estimated using previous year's AADF on this link,15.66,234,49420,122,11101,2602,387,332,453,2969,6628,13370,74248
2016,73409,Estimated,Estimated using previous year's AADF on this link,24,88,6295,13,1200,202,58,61,68,216,293,898,8494
2016,73410,Counted,Manual count,51,95,10545,413,1400,189,35,49,69,173,80,595,13048
2016,73411,Estimated,Estimated using previous year's AADF on this link,53,79,14958,386,2904,271,59,35,6,13,10,394,18722
2016,73412,Counted,Manual count,7,85,9233,98,1527,129,48,37,12,64,68,359,11301
2016,73413,Estimated,Estimated using previous year's AADF on this link,8.93,133,59077,156,15289,2532,584,538,338,1186,9130,14307,88962
2016,73414,Estimated,Estimated using previous year's AADF on this link,5,19,4708,16,1141,115,34,49,18,57,59,331,6216
2016,73415,Estimated,Estimated using previous year's AADF on this link,5,152,21899,85,4014,544,125,136,102,206,311,1423,27573
2016,73416,Counted,Dependent on a neighbouring counted link,11,216,22527,103,3833,476,142,88,89,342,294,1430,28108
2016,73417,Estimated,Estimated using previous year's AADF on this link,32,224,18879,73,2805,288,50,33,13,28,22,434,22415
2016,73419,Estimated,Estimated using previous year's AADF on this link,23,51,9927,52,2663,265,69,48,32,62,116,592,13286
2016,73420,Estimated,Estimated using previous year's AADF on this link,12,29,2924,19,827,136,45,40,71,20,50,361,4160
2016,73421,Estimated,Estimated using previous year's AADF on this link,10.11,29,1811,15,534,52,15,9,1,5,10,92,2481
2016,73422,Estimated,Estimated using previous year's AADF on this link,5,65,3994,19,867,57,23,19,22,3,8,131,5076
2016,73423,Counted,Dependent on a neighbouring counted link,100,91,15935,277,1895,163,29,17,8,10,8,236,18434
2016,73424,Counted,Dependent on a neighbouring counted link,16.52,346,74195,191,16594,2092,673,318,308,1398,5298,10087,101413
2016,73427,Counted,Dependent on a neighbouring counted link,60,153,12969,231,2401,278,52,47,8,49,34,469,16223
2016,73428,Counted,Dependent on a neighbouring counted link,80,96,15037,297,2483,354,63,52,9,58,38,575,18487
2016,73429,Counted,Dependent on a neighbouring counted link,41,79,9173,171,1632,280,48,24,11,47,36,445,11500
2016,73430,Estimated,Estimated using previous year's AADF on this link,32,94,10152,90,1983,206,54,43,5,14,25,345,12664
2016,73431,Estimated,Estimated using previous year's AADF on this link,51,81,9356,290,1925,71,55,22,1,3,6,158,11810
2016,73432,Estimated,Estimated using previous year's AADF on this link,5.66,106,10249,141,2450,481,170,215,78,514,1344,2801,15748
2016,73433,Estimated,Estimated using previous year's AADF on this link,23.45,135,40305,190,8855,1267,260,353,124,1109,1600,4712,54198
2016,73434,Estimated,Estimated using previous year's AADF on this link,6,60,13234,43,2247,259,117,118,14,107,156,772,16355
2016,73435,Counted,Dependent on a neighbouring counted link,36,52,8950,144,1097,56,15,5,3,7,15,101,10344
2016,73436,Estimated,Estimated using previous year's AADF on this link,2,28,7933,93,1450,135,32,35,15,74,73,364,9868
2016,73437,Estimated,Estimated using previous year's AADF on this link,39.36,187,43368,121,9109,1076,248,359,111,1288,998,4079,56864
2016,73438,Estimated,Estimated using previous year's AADF on this link,19,189,24301,171,3990,397,82,181,75,153,159,1046,29698
2016,73440,Estimated,Estimated using previous year's AADF on this link,86,96,11171,203,2138,141,37,75,16,13,15,297,13905
2016,73441,Estimated,Estimated using previous year's AADF on this link,21.45,219,66602,197,11406,1558,421,453,148,447,2951,5978,84401
2016,73442,Estimated,Estimated using previous year's AADF on this link,130,57,9623,345,2839,290,61,37,11,38,66,503,13368
2016,73444,Estimated,Estimated using previous year's AADF on this link,3411,1038,11643,1278,2207,340,28,17,4,5,8,401,16567
2016,73445,Estimated,Estimated using previous year's AADF on this link,156,294,18786,153,2993,341,59,72,16,41,22,551,22775
2016,73446,Estimated,Estimated using previous year's AADF on this link,1333,559,17046,1344,2972,540,204,262,15,129,487,1637,23559
2016,73448,Estimated,Estimated using previous year's AADF on this link,29.07,193,83257,299,14882,2077,591,460,257,1670,8121,13176,111808
2016,73449,Estimated,Estimated using previous year's AADF on this link,203,213,21399,119,2549,213,60,58,24,107,83,543,24823
2016,73450,Estimated,Estimated using previous year's AADF on this link,25,78,10914,43,1694,231,115,250,28,105,105,835,13564
2016,73451,Estimated,Estimated using previous year's AADF on this link,21,42,4481,42,722,96,36,32,5,9,64,241,5528
2016,73452,Estimated,Estimated using previous year's AADF on this link,92,67,12046,123,1702,304,29,10,7,3,4,358,14296
2016,73453,Estimated,Estimated from nearby links,11.94,303,26160,102,4768,542,138,187,53,513,1512,2944,34278
2016,73454,Counted,Dependent on a neighbouring counted link,26,282,9228,81,1417,146,50,39,58,145,126,565,11573
2016,73455,Counted,Manual count,26,282,9228,81,1417,146,50,39,58,145,126,565,11573
2016,73457,Estimated,Estimated using previous year's AADF on this link,28,15,2268,45,580,37,64,10,6,5,110,232,3140
2016,73458,Estimated,Estimated using previous year's AADF on this link,14,63,5792,51,1417,194,73,90,40,214,398,1008,8331
2016,73459,Estimated,Estimated using previous year's AADF on this link,35,106,6685,100,1417,68,5,9,39,4,3,127,8435
2016,73460,Counted,Dependent on a neighbouring counted link,6.99,144,31857,82,8198,1312,335,377,306,2033,6139,10501,50781
2016,73461,Estimated,Estimated using previous year's AADF on this link,4,33,1633,29,424,38,20,20,2,14,23,119,2237
2016,73464,Estimated,Estimated using previous year's AADF on this link,1,310,43943,272,8006,999,429,331,139,307,3025,5230,57761
2016,73465,Counted,Manual count,189,86,12556,129,2051,149,53,52,27,31,22,333,15156
2016,73466,Estimated,Estimated from nearby links,411,205,15505,370,2196,165,49,19,11,27,21,293,18569
2016,73467,Estimated,Estimated from nearby links,422,136,14988,73,2542,241,52,71,15,71,87,537,18275
2016,73469,Estimated,Estimated using previous year's AADF on this link,14,114,7592,16,1591,125,66,82,13,48,62,397,9710
2016,73470,Estimated,Estimated using previous year's AADF on this link,7,82,3570,33,1359,226,37,24,6,40,31,366,5410
2016,73471,Estimated,Estimated using previous year's AADF on this link,4,53,5217,38,1358,124,29,27,2,9,45,237,6902
2016,73472,Estimated,Estimated using previous year's AADF on this link,2,20,5095,89,1011,112,28,32,6,24,35,237,6452
2016,73473,Estimated,Estimated using previous year's AADF on this link,5,183,15446,112,3866,498,64,191,33,132,136,1054,20661
2016,73474,Estimated,Estimated from nearby links,20,90,11028,93,2223,160,35,49,14,37,27,322,13757
2016,73475,Estimated,Estimated using previous year's AADF on this link,2,14,4605,12,1089,143,15,14,1,3,3,180,5902
2016,73476,Counted,Manual count,16,63,5421,5,887,45,8,5,5,4,1,68,6443
2016,73477,Estimated,Estimated using previous year's AADF on this link,8,88,6889,41,1424,157,58,47,8,20,27,316,8759
2016,73478,Counted,Dependent on a neighbouring counted link,211,653,30716,786,5191,401,83,100,17,73,103,776,38121
2016,73479,Estimated,Estimated using previous year's AADF on this link,681,282,11533,1145,2081,333,17,27,28,28,27,460,15501
2016,73480,Counted,Dependent on a neighbouring counted link,97.51,930,76364,624,16711,1731,359,609,230,510,1683,5122,99751
2016,73481,Counted,Dependent on a neighbouring counted link,123,232,15307,152,3270,414,59,90,33,50,64,709,19669
2016,73482,Estimated,Estimated using previous year's AADF on this link,7.08,447,96153,221,24298,3365,727,495,500,5142,8822,19051,140169
2016,73483,Counted,Dependent on a neighbouring counted link,7.45,493,101376,230,27619,4086,794,652,687,4940,9797,20956,150674
2016,73484,Estimated,Estimated using previous year's AADF on this link,19,54,10337,140,1673,260,16,57,3,6,6,348,12551
2016,73485,Estimated,Estimated using previous year's AADF on this link,24,127,15117,170,3000,273,30,115,9,22,24,474,18888
2016,73486,Estimated,Estimated using previous year's AADF on this link,258,524,20811,796,2936,650,58,52,32,49,38,879,25945
2016,73487,Estimated,Estimated using previous year's AADF on this link,65,160,13286,123,2402,458,34,168,10,11,34,715,16685
2016,73488,Estimated,Estimated using previous year's AADF on this link,17,45,3292,11,650,81,3,5,1,2,4,97,4095
2016,73489,Estimated,Estimated from nearby links,118,280,14127,46,2801,126,11,14,20,2,3,177,17431
2016,73490,Counted,Dependent on a neighbouring counted link,93,83,10514,176,1171,81,13,11,5,2,8,119,12063
2016,73491,Counted,Dependent on a neighbouring counted link,96.94,930,78663,630,20334,2264,393,862,172,553,2050,6294,106851
2016,73492,Counted,Manual count,41,65,8951,9,1045,41,14,50,1,1,3,112,10181
2016,73493,Estimated,Estimated using previous year's AADF on this link,91,119,14237,1027,1392,243,22,21,5,10,5,307,17081
2016,73494,Counted,Dependent on a neighbouring counted link,7.09,475,92126,179,28376,3118,856,781,698,7324,10522,23299,144456
2016,73495,Estimated,Estimated using previous year's AADF on this link,9.24,575,84880,142,22141,6247,713,666,887,6291,10976,25780,133518
2016,73496,Estimated,Estimated using previous year's AADF on this link,9.24,575,84880,142,22141,6247,713,666,887,6291,10976,25780,133518
2016,73497,Estimated,Estimated using previous year's AADF on this link,4,272,51901,56,14140,1793,298,317,294,492,1106,4300,70670
2016,73498,Estimated,Estimated using previous year's AADF on this link,4,113,11789,49,2841,397,75,295,60,125,106,1058,15850
2016,73499,Counted,Dependent on a neighbouring counted link,57.74,855,49462,116,11665,1074,275,915,90,365,1486,4204,66301
2016,73500,Estimated,Estimated using previous year's AADF on this link,260,211,22014,482,3494,203,30,14,16,4,8,274,26475
2016,73501,Estimated,Estimated using previous year's AADF on this link,43,43,13699,210,2253,78,8,18,4,3,9.46,111,16317
2016,73502,Estimated,Estimated using previous year's AADF on this link,71,129,9159,34,1652,141,24,16,9,27,49,265,11238
2016,73503,Estimated,Estimated using previous year's AADF on this link,3,218,38540,133,9016,1398,177,188,318,1789,1754,5624,53530
2016,73504,Counted,Dependent on a neighbouring counted link,38,81,6866,115,913,134,58,21,11,21,39,284,8259
2016,73505,Estimated,Estimated using previous year's AADF on this link,23,39,6711,48,1381,267,29,41,37,55,50,479,8657
2016,73506,Estimated,Estimated using previous year's AADF on this link,11,67,2879,25,518,109,22,3,3,19,15,170,3660
2016,73507,Estimated,Estimated using previous year's AADF on this link,55,54,6721,166,1157,133,19,9,5,11,9,186,8284
2016,73508,Estimated,Estimated using previous year's AADF on this link,7,101,4042,26,995,155,46,65,8,48,76,398,5561
2016,73509,Estimated,Estimated using previous year's AADF on this link,7,101,4042,26,995,155,46,65,8,48,76,398,5561
2016,73510,Estimated,Estimated using previous year's AADF on this link,5,81,4990,29,1526,197,59,46,20,82,182,586,7212
2016,73511,Estimated,Estimated using previous year's AADF on this link,20.74,73,18315,94,4302,534,137,79,38,231,1240,2258,25043
2016,73512,Estimated,Estimated from nearby links,56,91,14093,175,2573,135,27,31,9,20,41,262,17194
2016,73513,Estimated,Estimated using previous year's AADF on this link,8,39,7160,41,1095,55,14,18,4,1,7,100,8435
2016,73514,Estimated,Estimated from nearby links,78,132,14916,150,2254,212,29,48,23,10,12,333,17785
2016,73515,Counted,Dependent on a neighbouring counted link,24,206,22961,101,4033,475,99,192,69,219,171,1226,28527
2016,73517,Estimated,Estimated from nearby links,30.69,103,17877,87,3441,452,107,142,27,176,183,1088,22596
